
n=10, m=10 : 1 : 127 : 971
n=10, m=10 : 2 : 178 : 1700
n=1000, m=1000 : 1 : 18517 : 28418
n=1000, m=1000 : 2 : 9378 : 29142
n=1000, m=1000 : 4 : 5150 : 32987
n=1000, m=1000 : 8 : 5446 : 37388
n=1000, m=1000 : 16 : 6837 : 41412
n=10000, m=10000 : 1 : 1815619 : 2210025
n=10000, m=10000 : 2 : 931050 : 1133855
n=10000, m=10000 : 4 : 472372 : 623984
n=10000, m=10000 : 8 : 473638 : 594284
n=10000, m=10000 : 16 : 490540 : 606494
